      -1.2227996e+00,        1.6702797e-01,       -3.0928595e-01,       -9.5505062e-01
      -1.0180339e+00,        6.5808810e-01,       -8.7879886e-01,       -1.0151688e+00
       4.9793544e-02,        7.3063219e-01,        6.1812200e-02,       -1.7459718e-01
      -9.9327575e-01,       -8.9683824e-01,        1.4340562e-01,       -1.2050634e+00
       2.9316896e-02,        4.5457052e-01,        1.5196548e+00,        2.8190444e-01
       8.9606252e-01,       -4.2192991e-01,       -8.0377366e-01,        9.3054506e-02
      -7.1500446e-01,       -6.4840647e-01,        5.8559032e-01,       -8.9662146e-02
      -6.3016231e-01,       -1.4475163e+00,       -2.7875568e-01,       -9.6501844e-01
       5.1069760e-01,        8.4352290e-01,        2.3995331e-01,        3.0907381e-01
      -1.4398082e+00,        4.2950493e-01,        2.5607367e-01,       -8.3260844e-01
      -9.3701976e-02,        2.1862056e-01,       -6.1676850e-01,       -1.6075789e-01
       1.1672062e-01,        9.7736149e-01,        1.0661935e+00,        6.9773805e-01
      -5.2494670e-01,        7.1931561e-01,        1.6474515e-01,       -4.3854498e-01
       1.1204509e+00,        1.2161350e+00,        6.2485715e-01,        1.4722947e+00
      -8.2371973e-01,       -1.4749215e+00,       -7.0732524e-01,       -1.1381353e+00
      -7.3822541e-01,       -6.8691550e-01,       -1.0599059e+00,       -1.3265776e+00
       9.2973165e-01,        1.3611423e+00,        7.6181550e-01,        6.2913933e-01
       1.4463685e+00,        9.1682521e-01,        4.8550699e-01,        1.2154127e+00
      -1.6836427e+00,       -3.5073962e-01,        7.7760903e-01,       -1.5468254e+00
      -5.2721629e-01,       -1.0567947e+00,       -1.0751003e+00,       -3.5503126e-01
      -1.2277545e+00,       -1.1526093e+00,        6.7386670e-03,       -6.7482986e-01
      -1.4467163e+00,       -7.3771616e-01,       -9.7281203e-01,       -1.1886832e+00
      -1.5158558e+00,       -1.2153324e+00,       -1.2548191e+00,       -1.3723488e+00
       6.7212101e-01,        7.5116050e-01,        1.8368163e+00,        9.9369971e-01
      -1.1071393e+00,        6.1526901e-01,       -8.2515171e-01,       -7.5077272e-01
      -4.3720784e-01,       -8.4726881e-02,        1.4003973e+00,       -6.3044670e-02
       1.1900959e+00,       -3.4239021e-01,        1.0516478e+00,        1.0237053e+00
      -3.6877060e-01,       -6.1572900e-01,       -1.2619953e+00,       -4.4404563e-01
      -2.4213896e-01,       -8.9598038e-01,        4.2675188e-01,        3.2038219e-01
      -7.5692110e-01,       -1.7483095e+00,       -1.9083905e+00,       -1.2725293e+00
      -1.4925391e+00,       -1.4832967e+00,       -1.6889848e+00,       -1.6627707e+00
       5.7869099e-01,        9.8901662e-01,        1.9651768e+00,        1.3121942e+00
       8.5377227e-01,       -6.8950171e-01,        2.2541829e-01,        5.9031947e-01
       2.4550875e-01,       -8.6832014e-01,        6.6650599e-01,        2.3282130e-01
      -9.7068078e-01,       -1.5041785e+00,       -7.8354544e-01,       -6.1758684e-01
      -1.4978081e+00,       -1.9099519e-01,        9.7253011e-01,       -1.1314578e+00
       9.7634929e-01,       -2.0402543e-01,        8.8282620e-01,        8.0976108e-01
       2.7226068e-01,        7.5273669e-01,        2.2025949e-01,        6.3805831e-01
       1.0042492e+00,        1.8185354e+00,        1.0616827e+00,        1.4039768e+00
       5.2920221e-02,       -8.7551198e-01,       -9.8286413e-01,       -3.0670159e-01
      -9.3747617e-01,        2.3950344e-01,        1.0357396e+00,       -5.5025678e-01
      -5.1976623e-01,       -6.6157185e-01,       -2.8197691e-01,       -8.4936030e-01
       1.5446361e+00,        8.2910765e-01,        5.4286578e-01,        1.4002369e+00
       1.4034292e+00,        1.5895472e+00,        2.2480879e-01,        8.1434340e-01
      -1.0506057e+00,       -6.9645057e-01,       -1.0181145e+00,       -1.4040648e+00
